QUERY

SELECT *
FROM `travel-sample` r
LEFT JOIN `travel-sample` a
ON r.airlineid = META(a).id
WHERE r.sourceairport = "SFO"

RESULT

a.callsign	a.country	a.iata	a.icao	a.id	a.name	a.type	r.airline	r.airlineid	r.destinationairport	r.distance	r.equipment	r.id	r.schedule	r.sourceairport	r.stops	r.type
							"EK"	"airline_2183"	"DXB"	13020.076498354943	"77W"	23325	[{"day":0,"flight":"EK261","utc":"14:47:00"},{"day":0,"flight":"EK249","utc":"03:04:00"},{"day":0,"flight":"EK839","utc":"09:42:00"},{"day":1,"flight":"EK690","utc":"06:19:00"},{"day":1,"flight":"EK028","utc":"02:56:00"},{"day":2,"flight":"EK325","utc":"15:05:00"},{"day":2,"flight":"EK300","utc":"06:10:00"},{"day":3,"flight":"EK829","utc":"03:49:00"},{"day":3,"flight":"EK584","utc":"02:29:00"},{"day":4,"flight":"EK179","utc":"17:50:00"},{"day":4,"flight":"EK637","utc":"17:03:00"},{"day":4,"flight":"EK859","utc":"01:19:00"},{"day":4,"flight":"EK267","utc":"08:45:00"},{"day":5,"flight":"EK606","utc":"00:22:00"},{"day":5,"flight":"EK168","utc":"07:23:00"},{"day":5,"flight":"EK467","utc":"23:38:00"},{"day":6,"flight":"EK607","utc":"09:13:00"},{"day":6,"flight":"EK981","utc":"08:13:00"},{"day":6,"flight":"EK729","utc":"12:21:00"}]	"SFO"	0	"route"
"FRONTIER FLIGHT"	"United States"	"F9"	"FFT"	2468	"Frontier Airlines"	"airline"	"F9"	"airline_2468"	"DEN"	1552.750398900973	"320 319"	24505	[{"day":0,"flight":"F9541","utc":"02:48:00"},{"day":1,"flight":"F9635","utc":"09:16:00"},{"day":1,"flight":"F9008","utc":"09:28:00"},{"day":1,"flight":"F9654","utc":"19:42:00"},{"day":1,"flight":"F9658","utc":"16:13:00"},{"day":2,"flight":"F9678","utc":"04:45:00"},{"day":3,"flight":"F9806","utc":"23:37:00"},{"day":4,"flight":"F9822","utc":"13:04:00"},{"day":4,"flight":"F9640","utc":"01:45:00"},{"day":4,"flight":"F9650","utc":"14:43:00"},{"day":4,"flight":"F9253","utc":"18:48:00"},{"day":4,"flight":"F9842","utc":"08:29:00"},{"day":5,"flight":"F9033","utc":"04:51:00"},{"day":5,"flight":"F9330","utc":"20:37:00"},{"day":5,"flight":"F9361","utc":"15:15:00"},{"day":6,"flight":"F9456","utc":"09:06:00"},{"day":6,"flight":"F9972","utc":"16:31:00"},{"day":6,"flight":"F9871","utc":"16:40:00"},{"day":6,"flight":"F9234","utc":"10:10:00"}]	"SFO"	0	"route"
"CITRUS"	"United States"	"FL"	"TRS"	1316	"AirTran Airways"	"airline"	"FL"	"airline_1316"	"ATL"	3434.7108309317646	"73G"	25480	[{"day":0,"flight":"FL993","utc":"09:17:00"},{"day":1,"flight":"FL346","utc":"08:38:00"},{"day":2,"flight":"FL460","utc":"14:08:00"},{"day":2,"flight":"FL334","utc":"05:53:00"},{"day":2,"flight":"FL432","utc":"14:00:00"},{"day":3,"flight":"FL182","utc":"23:13:00"},{"day":3,"flight":"FL348","utc":"15:31:00"},{"day":3,"flight":"FL455","utc":"08:11:00"},{"day":4,"flight":"FL213","utc":"10:02:00"},{"day":4,"flight":"FL564","utc":"13:24:00"},{"day":4,"flight":"FL729","utc":"10:53:00"},{"day":4,"flight":"FL913","utc":"00:28:00"},{"day":5,"flight":"FL730","utc":"11:56:00"},{"day":5,"flight":"FL869","utc":"08:35:00"},{"day":5,"flight":"FL230","utc":"16:40:00"},{"day":5,"flight":"FL953","utc":"08:49:00"},{"day":5,"flight":"FL089","utc":"06:14:00"},{"day":6,"flight":"FL815","utc":"17:42:00"}]	"SFO"	0	"route"
"CITRUS"	"United States"	"FL"	"TRS"	1316	"AirTran Airways"	"airline"	"FL"	"airline_1316"	"DEN"	1552.750398900973	"73W"	25481	[{"day":0,"flight":"FL037","utc":"08:08:00"},{"day":0,"flight":"FL319","utc":"12:42:00"},{"day":1,"flight":"FL087","utc":"20:41:00"},{"day":1,"flight":"FL708","utc":"02:16:00"},{"day":2,"flight":"FL112","utc":"19:52:00"},{"day":2,"flight":"FL139","utc":"17:51:00"},{"day":2,"flight":"FL416","utc":"11:00:00"},{"day":2,"flight":"FL720","utc":"10:53:00"},{"day":3,"flight":"FL060","utc":"08:31:00"},{"day":3,"flight":"FL844","utc":"00:55:00"},{"day":3,"flight":"FL513","utc":"04:50:00"},{"day":4,"flight":"FL553","utc":"15:20:00"},{"day":4,"flight":"FL856","utc":"16:37:00"},{"day":5,"flight":"FL393","utc":"11:19:00"},{"day":5,"flight":"FL215","utc":"07:40:00"},{"day":5,"flight":"FL146","utc":"03:29:00"},{"day":5,"flight":"FL458","utc":"00:09:00"},{"day":5,"flight":"FL082","utc":"00:38:00"},{"day":6,"flight":"FL979","utc":"09:38:00"},{"day":6,"flight":"FL462","utc":"12:30:00"},{"day":6,"flight":"FL697","utc":"17:54:00"},{"day":6,"flight":"FL645","utc":"09:40:00"}]	"SFO"	0	"route"
"CITRUS"	"United States"	"FL"	"TRS"	1316	"AirTran Airways"	"airline"	"FL"	"airline_1316"	"MDW"	2977.459741064899	"73W"	25482	[{"day":0,"flight":"FL276","utc":"19:44:00"},{"day":0,"flight":"FL374","utc":"07:08:00"},{"day":1,"flight":"FL196","utc":"22:32:00"},{"day":1,"flight":"FL404","utc":"07:23:00"},{"day":1,"flight":"FL624","utc":"05:24:00"},{"day":1,"flight":"FL129","utc":"14:02:00"},{"day":2,"flight":"FL094","utc":"03:16:00"},{"day":2,"flight":"FL459","utc":"18:56:00"},{"day":2,"flight":"FL778","utc":"17:07:00"},{"day":2,"flight":"FL658","utc":"12:57:00"},{"day":3,"flight":"FL449","utc":"02:33:00"},{"day":3,"flight":"FL274","utc":"23:07:00"},{"day":3,"flight":"FL532","utc":"09:21:00"},{"day":4,"flight":"FL687","utc":"12:55:00"},{"day":4,"flight":"FL229","utc":"10:44:00"},{"day":4,"flight":"FL112","utc":"20:01:00"},{"day":5,"flight":"FL679","utc":"11:29:00"},{"day":6,"flight":"FL886","utc":"06:11:00"},{"day":6,"flight":"FL312","utc":"16:52:00"},{"day":6,"flight":"FL156","utc":"01:40:00"},{"day":6,"flight":"FL576","utc":"00:14:00"},{"day":6,"flight":"FL187","utc":"02:44:00"}]	"SFO"	0	"route"
"CITRUS"	"United States"	"FL"	"TRS"	1316	"AirTran Airways"	"airline"	"FL"	"airline_1316"	"MKE"	2962.3547802827884	"73W"	25483	[{"day":0,"flight":"FL263","utc":"06:11:00"},{"day":1,"flight":"FL259","utc":"04:34:00"},{"day":1,"flight":"FL218","utc":"01:34:00"},{"day":2,"flight":"FL046","utc":"14:45:00"},{"day":2,"flight":"FL229","utc":"10:35:00"},{"day":2,"flight":"FL380","utc":"13:27:00"},{"day":3,"flight":"FL004","utc":"02:11:00"},{"day":3,"flight":"FL978","utc":"18:11:00"},{"day":3,"flight":"FL545","utc":"20:19:00"},{"day":4,"flight":"FL483","utc":"02:09:00"},{"day":5,"flight":"FL021","utc":"19:24:00"},{"day":5,"flight":"FL914","utc":"19:17:00"},{"day":6,"flight":"FL677","utc":"20:00:00"}]	"SFO"	0	"route"
"CITRUS"	"United States"	"FL"	"TRS"	1316	"AirTran Airways"	"airline"	"FL"	"airline_1316"	"ORF"	4045.13442579835	"73W"	25484	[{"day":0,"flight":"FL596","utc":"19:50:00"},{"day":0,"flight":"FL442","utc":"06:05:00"},{"day":0,"flight":"FL312","utc":"16:30:00"},{"day":0,"flight":"FL896","utc":"19:53:00"},{"day":1,"flight":"FL691","utc":"00:04:00"},{"day":1,"flight":"FL029","utc":"15:59:00"},{"day":1,"flight":"FL421","utc":"18:40:00"},{"day":2,"flight":"FL370","utc":"14:58:00"},{"day":3,"flight":"FL477","utc":"06:39:00"},{"day":3,"flight":"FL455","utc":"06:00:00"},{"day":4,"flight":"FL103","utc":"20:44:00"},{"day":4,"flight":"FL288","utc":"20:36:00"},{"day":5,"flight":"FL218","utc":"14:40:00"},{"day":5,"flight":"FL797","utc":"08:58:00"},{"day":5,"flight":"FL965","utc":"00:17:00"},{"day":5,"flight":"FL295","utc":"07:42:00"},{"day":5,"flight":"FL731","utc":"14:53:00"},{"day":6,"flight":"FL062","utc":"22:28:00"}]	"SFO"	0	"route"
"HAWAIIAN"	"United States"	"HA"	"HAL"	2688	"Hawaiian Airlines"	"airline"	"HA"	"airline_2688"	"HNL"	3856.8709647031123	"332"	30688	[{"day":0,"flight":"HA951","utc":"21:33:00"},{"day":0,"flight":"HA608","utc":"05:47:00"},{"day":0,"flight":"HA489","utc":"18:33:00"},{"day":1,"flight":"HA567","utc":"20:04:00"},{"day":2,"flight":"HA343","utc":"13:14:00"},{"day":2,"flight":"HA339","utc":"08:47:00"},{"day":2,"flight":"HA683","utc":"13:59:00"},{"day":2,"flight":"HA798","utc":"17:20:00"},{"day":3,"flight":"HA576","utc":"20:21:00"},{"day":4,"flight":"HA870","utc":"19:08:00"},{"day":4,"flight":"HA442","utc":"07:56:00"},{"day":4,"flight":"HA881","utc":"11:39:00"},{"day":4,"flight":"HA932","utc":"04:04:00"},{"day":5,"flight":"HA160","utc":"02:10:00"},{"day":5,"flight":"HA023","utc":"17:27:00"},{"day":5,"flight":"HA862","utc":"21:13:00"},{"day":5,"flight":"HA367","utc":"22:05:00"},{"day":5,"flight":"HA681","utc":"23:58:00"},{"day":6,"flight":"HA863","utc":"00:47:00"}]	"SFO"	0	"route"
"HAWAIIAN"	"United States"	"HA"	"HAL"	2688	"Hawaiian Airlines"	"airline"	"HA"	"airline_2688"	"LAS"	664.8613347049564	"320"	30689	[{"day":0,"flight":"HA912","utc":"12:12:00"},{"day":0,"flight":"HA015","utc":"15:56:00"},{"day":0,"flight":"HA121","utc":"15:07:00"},{"day":0,"flight":"HA615","utc":"14:33:00"},{"day":0,"flight":"HA740","utc":"02:00:00"},{"day":1,"flight":"HA780","utc":"08:04:00"},{"day":1,"flight":"HA477","utc":"17:19:00"},{"day":1,"flight":"HA066","utc":"11:17:00"},{"day":1,"flight":"HA166","utc":"23:46:00"},{"day":1,"flight":"HA483","utc":"20:15:00"},{"day":2,"flight":"HA131","utc":"11:57:00"},{"day":3,"flight":"HA522","utc":"11:17:00"},{"day":3,"flight":"HA038","utc":"06:25:00"},{"day":3,"flight":"HA948","utc":"20:53:00"},{"day":3,"flight":"HA257","utc":"03:55:00"},{"day":4,"flight":"HA006","utc":"11:32:00"},{"day":4,"flight":"HA276","utc":"23:19:00"},{"day":4,"flight":"HA047","utc":"06:23:00"},{"day":5,"flight":"HA287","utc":"10:53:00"},{"day":5,"flight":"HA106","utc":"13:45:00"},{"day":5,"flight":"HA229","utc":"17:34:00"},{"day":5,"flight":"HA356","utc":"06:11:00"},{"day":5,"flight":"HA176","utc":"18:56:00"},{"day":6,"flight":"HA612","utc":"17:09:00"},{"day":6,"flight":"HA558","utc":"11:57:00"}]	"SFO"	0	"route"
							"IB"	"airline_2822"	"LHR"	8615.465625876193	"744"	32914	[{"day":0,"flight":"IB010","utc":"17:16:00"},{"day":0,"flight":"IB053","utc":"00:32:00"},{"day":0,"flight":"IB867","utc":"09:16:00"},{"day":0,"flight":"IB893","utc":"15:35:00"},{"day":0,"flight":"IB988","utc":"17:45:00"},{"day":1,"flight":"IB461","utc":"08:53:00"},{"day":1,"flight":"IB630","utc":"01:56:00"},{"day":1,"flight":"IB694","utc":"03:59:00"},{"day":2,"flight":"IB017","utc":"08:51:00"},{"day":2,"flight":"IB475","utc":"08:05:00"},{"day":2,"flight":"IB841","utc":"07:40:00"},{"day":2,"flight":"IB346","utc":"10:39:00"},{"day":2,"flight":"IB653","utc":"09:47:00"},{"day":3,"flight":"IB208","utc":"15:02:00"},{"day":3,"flight":"IB388","utc":"08:04:00"},{"day":3,"flight":"IB132","utc":"18:13:00"},{"day":4,"flight":"IB587","utc":"06:16:00"},{"day":4,"flight":"IB188","utc":"03:23:00"},{"day":4,"flight":"IB120","utc":"00:45:00"},{"day":5,"flight":"IB556","utc":"07:05:00"},{"day":6,"flight":"IB167","utc":"15:13:00"},{"day":6,"flight":"IB798","utc":"08:49:00"},{"day":6,"flight":"IB162","utc":"09:27:00"},{"day":6,"flight":"IB733","utc":"01:59:00"}]	"SFO"	0	"route"
							"JL"	"airline_2987"	"HND"	8285.907817758638	"788"	34821	[{"day":0,"flight":"JL323","utc":"23:00:00"},{"day":1,"flight":"JL793","utc":"17:04:00"},{"day":1,"flight":"JL740","utc":"00:33:00"},{"day":1,"flight":"JL633","utc":"23:57:00"},{"day":2,"flight":"JL713","utc":"19:55:00"},{"day":2,"flight":"JL092","utc":"02:07:00"},{"day":2,"flight":"JL479","utc":"22:05:00"},{"day":3,"flight":"JL221","utc":"15:31:00"},{"day":3,"flight":"JL144","utc":"16:19:00"},{"day":3,"flight":"JL733","utc":"10:15:00"},{"day":3,"flight":"JL379","utc":"00:32:00"},{"day":4,"flight":"JL879","utc":"07:59:00"},{"day":4,"flight":"JL501","utc":"02:42:00"},{"day":4,"flight":"JL430","utc":"11:16:00"},{"day":5,"flight":"JL905","utc":"05:47:00"},{"day":5,"flight":"JL099","utc":"02:28:00"},{"day":6,"flight":"JL394","utc":"13:29:00"}]	"SFO"	0	"route"
							"KE"	"airline_3163"	"ICN"	9085.308460823562	"77W 772"	36091	[{"day":0,"flight":"KE504","utc":"13:55:00"},{"day":0,"flight":"KE773","utc":"05:54:00"},{"day":0,"flight":"KE532","utc":"12:44:00"},{"day":1,"flight":"KE077","utc":"16:09:00"},{"day":1,"flight":"KE618","utc":"02:53:00"},{"day":1,"flight":"KE308","utc":"07:48:00"},{"day":1,"flight":"KE958","utc":"21:04:00"},{"day":2,"flight":"KE016","utc":"01:58:00"},{"day":3,"flight":"KE432","utc":"10:51:00"},{"day":3,"flight":"KE769","utc":"19:16:00"},{"day":4,"flight":"KE547","utc":"23:41:00"},{"day":4,"flight":"KE860","utc":"04:22:00"},{"day":4,"flight":"KE220","utc":"01:28:00"},{"day":4,"flight":"KE623","utc":"04:35:00"},{"day":5,"flight":"KE388","utc":"01:52:00"},{"day":6,"flight":"KE254","utc":"02:56:00"},{"day":6,"flight":"KE713","utc":"11:56:00"},{"day":6,"flight":"KE673","utc":"06:09:00"},{"day":6,"flight":"KE385","utc":"20:32:00"}]	"SFO"	0	"route"
							"KL"	"airline_3090"	"AMS"	8785.517612809093	"747"	36896	[{"day":0,"flight":"KL002","utc":"07:55:00"},{"day":0,"flight":"KL572","utc":"21:43:00"},{"day":0,"flight":"KL687","utc":"19:14:00"},{"day":0,"flight":"KL287","utc":"20:36:00"},{"day":1,"flight":"KL213","utc":"13:17:00"},{"day":1,"flight":"KL507","utc":"13:02:00"},{"day":1,"flight":"KL969","utc":"12:31:00"},{"day":1,"flight":"KL439","utc":"06:30:00"},{"day":2,"flight":"KL246","utc":"14:24:00"},{"day":3,"flight":"KL007","utc":"14:59:00"},{"day":3,"flight":"KL111","utc":"01:34:00"},{"day":3,"flight":"KL795","utc":"01:59:00"},{"day":4,"flight":"KL869","utc":"23:30:00"},{"day":4,"flight":"KL209","utc":"23:54:00"},{"day":4,"flight":"KL312","utc":"12:24:00"},{"day":4,"flight":"KL492","utc":"03:03:00"},{"day":4,"flight":"KL117","utc":"12:56:00"},{"day":5,"flight":"KL930","utc":"05:13:00"},{"day":5,"flight":"KL139","utc":"14:10:00"},{"day":5,"flight":"KL264","utc":"15:00:00"},{"day":5,"flight":"KL466","utc":"23:39:00"},{"day":6,"flight":"KL895","utc":"05:04:00"},{"day":6,"flight":"KL431","utc":"01:12:00"},{"day":6,"flight":"KL240","utc":"09:42:00"},{"day":6,"flight":"KL912","utc":"21:19:00"},{"day":6,"flight":"KL816","utc":"20:13:00"}]	"SFO"	0	"route"
							"KL"	"airline_3090"	"ATL"	3434.7108309317646	"763 757"	36897	[{"day":0,"flight":"KL716","utc":"12:10:00"},{"day":0,"flight":"KL445","utc":"00:35:00"},{"day":0,"flight":"KL410","utc":"07:23:00"},{"day":0,"flight":"KL958","utc":"20:34:00"},{"day":0,"flight":"KL328","utc":"10:40:00"},{"day":1,"flight":"KL512","utc":"19:21:00"},{"day":1,"flight":"KL120","utc":"20:41:00"},{"day":1,"flight":"KL719","utc":"13:42:00"},{"day":1,"flight":"KL387","utc":"18:03:00"},{"day":1,"flight":"KL367","utc":"01:54:00"},{"day":2,"flight":"KL041","utc":"09:59:00"},{"day":2,"flight":"KL379","utc":"07:52:00"},{"day":2,"flight":"KL684","utc":"15:15:00"},{"day":2,"flight":"KL197","utc":"13:47:00"},{"day":2,"flight":"KL957","utc":"11:55:00"},{"day":3,"flight":"KL300","utc":"10:05:00"},{"day":3,"flight":"KL408","utc":"01:32:00"},{"day":4,"flight":"KL669","utc":"04:19:00"},{"day":5,"flight":"KL824","utc":"00:58:00"},{"day":5,"flight":"KL583","utc":"16:00:00"},{"day":5,"flight":"KL086","utc":"20:25:00"},{"day":6,"flight":"KL754","utc":"06:59:00"}]	"SFO"	0	"route"
							"KL"	"airline_3090"	"HNL"	3856.8709647031123	"753"	36898	[{"day":0,"flight":"KL248","utc":"21:17:00"},{"day":0,"flight":"KL866","utc":"23:58:00"},{"day":0,"flight":"KL324","utc":"05:52:00"},{"day":0,"flight":"KL402","utc":"00:25:00"},{"day":0,"flight":"KL726","utc":"23:19:00"},{"day":1,"flight":"KL646","utc":"21:43:00"},{"day":1,"flight":"KL669","utc":"00:10:00"},{"day":1,"flight":"KL742","utc":"20:02:00"},{"day":1,"flight":"KL552","utc":"14:14:00"},{"day":1,"flight":"KL790","utc":"19:33:00"},{"day":2,"flight":"KL205","utc":"06:41:00"},{"day":2,"flight":"KL895","utc":"02:35:00"},{"day":2,"flight":"KL529","utc":"16:04:00"},{"day":2,"flight":"KL148","utc":"14:21:00"},{"day":3,"flight":"KL706","utc":"15:42:00"},{"day":3,"flight":"KL068","utc":"23:08:00"},{"day":3,"flight":"KL619","utc":"10:46:00"},{"day":3,"flight":"KL956","utc":"23:25:00"},{"day":3,"flight":"KL896","utc":"03:16:00"},{"day":4,"flight":"KL326","utc":"01:36:00"},{"day":4,"flight":"KL732","utc":"04:51:00"},{"day":4,"flight":"KL219","utc":"17:30:00"},{"day":4,"flight":"KL482","utc":"01:51:00"},{"day":4,"flight":"KL468","utc":"05:56:00"},{"day":5,"flight":"KL840","utc":"23:42:00"},{"day":6,"flight":"KL547","utc":"09:03:00"},{"day":6,"flight":"KL793","utc":"12:10:00"},{"day":6,"flight":"KL743","utc":"12:41:00"},{"day":6,"flight":"KL645","utc":"00:15:00"},{"day":6,"flight":"KL560","utc":"17:57:00"}]	"SFO"	0	"route"
							"KL"	"airline_3090"	"SEA"	1093.062336932592	"734"	36899	[{"day":0,"flight":"KL544","utc":"10:38:00"},{"day":0,"flight":"KL089","utc":"03:10:00"},{"day":0,"flight":"KL899","utc":"05:50:00"},{"day":0,"flight":"KL228","utc":"02:24:00"},{"day":0,"flight":"KL406","utc":"12:06:00"},{"day":1,"flight":"KL853","utc":"19:18:00"},{"day":1,"flight":"KL032","utc":"00:55:00"},{"day":1,"flight":"KL880","utc":"15:31:00"},{"day":1,"flight":"KL501","utc":"05:40:00"},{"day":1,"flight":"KL194","utc":"04:10:00"},{"day":2,"flight":"KL583","utc":"16:58:00"},{"day":2,"flight":"KL519","utc":"08:42:00"},{"day":3,"flight":"KL338","utc":"22:35:00"},{"day":3,"flight":"KL996","utc":"21:40:00"},{"day":3,"flight":"KL850","utc":"18:18:00"},{"day":3,"flight":"KL887","utc":"06:10:00"},{"day":4,"flight":"KL892","utc":"12:23:00"},{"day":5,"flight":"KL566","utc":"05:19:00"},{"day":5,"flight":"KL507","utc":"18:43:00"},{"day":5,"flight":"KL298","utc":"10:36:00"},{"day":6,"flight":"KL837","utc":"03:24:00"},{"day":6,"flight":"KL079","utc":"16:56:00"},{"day":6,"flight":"KL870","utc":"15:23:00"}]	"SFO"	0	"route"
							"LH"	"airline_3320"	"FRA"	9148.135136363797	"744 388"	38755	[{"day":0,"flight":"LH587","utc":"09:29:00"},{"day":0,"flight":"LH264","utc":"11:01:00"},{"day":0,"flight":"LH328","utc":"16:50:00"},{"day":1,"flight":"LH557","utc":"18:03:00"},{"day":2,"flight":"LH144","utc":"01:26:00"},{"day":2,"flight":"LH752","utc":"03:05:00"},{"day":2,"flight":"LH931","utc":"08:03:00"},{"day":2,"flight":"LH179","utc":"13:38:00"},{"day":3,"flight":"LH113","utc":"04:07:00"},{"day":3,"flight":"LH134","utc":"20:35:00"},{"day":3,"flight":"LH056","utc":"01:30:00"},{"day":3,"flight":"LH666","utc":"23:32:00"},{"day":4,"flight":"LH156","utc":"14:27:00"},{"day":4,"flight":"LH691","utc":"19:14:00"},{"day":4,"flight":"LH606","utc":"20:03:00"},{"day":4,"flight":"LH067","utc":"08:41:00"},{"day":5,"flight":"LH196","utc":"03:09:00"},{"day":5,"flight":"LH255","utc":"09:05:00"},{"day":5,"flight":"LH834","utc":"10:00:00"},{"day":5,"flight":"LH514","utc":"02:43:00"},{"day":6,"flight":"LH447","utc":"13:36:00"},{"day":6,"flight":"LH463","utc":"00:53:00"},{"day":6,"flight":"LH383","utc":"23:26:00"},{"day":6,"flight":"LH212","utc":"04:01:00"},{"day":6,"flight":"LH503","utc":"06:20:00"}]	"SFO"	0	"route"
							"LH"	"airline_3320"	"LHR"	8615.465625876193	"777"	38756	[{"day":0,"flight":"LH384","utc":"20:06:00"},{"day":0,"flight":"LH001","utc":"03:34:00"},{"day":0,"flight":"LH632","utc":"19:03:00"},{"day":1,"flight":"LH494","utc":"10:15:00"},{"day":1,"flight":"LH143","utc":"10:07:00"},{"day":2,"flight":"LH784","utc":"22:24:00"},{"day":2,"flight":"LH141","utc":"17:15:00"},{"day":2,"flight":"LH458","utc":"05:42:00"},{"day":3,"flight":"LH845","utc":"04:12:00"},{"day":4,"flight":"LH267","utc":"01:54:00"},{"day":4,"flight":"LH221","utc":"02:08:00"},{"day":4,"flight":"LH104","utc":"12:28:00"},{"day":4,"flight":"LH356","utc":"12:01:00"},{"day":4,"flight":"LH167","utc":"07:04:00"},{"day":5,"flight":"LH274","utc":"04:51:00"},{"day":5,"flight":"LH567","utc":"14:55:00"},{"day":5,"flight":"LH104","utc":"16:58:00"},{"day":5,"flight":"LH554","utc":"02:25:00"},{"day":5,"flight":"LH578","utc":"21:36:00"},{"day":6,"flight":"LH875","utc":"01:32:00"},{"day":6,"flight":"LH876","utc":"00:21:00"},{"day":6,"flight":"LH548","utc":"16:28:00"},{"day":6,"flight":"LH801","utc":"04:38:00"},{"day":6,"flight":"LH968","utc":"20:33:00"}]	"SFO"	0	"route"
							"LH"	"airline_3320"	"MUC"	9437.034989620814	"346"	38757	[{"day":0,"flight":"LH772","utc":"22:56:00"},{"day":0,"flight":"LH853","utc":"01:42:00"},{"day":0,"flight":"LH616","utc":"04:38:00"},{"day":0,"flight":"LH777","utc":"19:23:00"},{"day":0,"flight":"LH851","utc":"18:45:00"},{"day":1,"flight":"LH234","utc":"17:58:00"},{"day":2,"flight":"LH182","utc":"09:35:00"},{"day":2,"flight":"LH854","utc":"04:50:00"},{"day":2,"flight":"LH543","utc":"12:20:00"},{"day":2,"flight":"LH449","utc":"04:05:00"},{"day":3,"flight":"LH137","utc":"18:02:00"},{"day":4,"flight":"LH757","utc":"13:33:00"},{"day":5,"flight":"LH237","utc":"22:41:00"},{"day":5,"flight":"LH096","utc":"21:50:00"},{"day":5,"flight":"LH732","utc":"21:46:00"},{"day":6,"flight":"LH412","utc":"02:09:00"}]	"SFO"	0	"route"
							"LX"	"airline_4559"	"ZRH"	9375.708416166288	"343"	39712	[{"day":0,"flight":"LX492","utc":"03:29:00"},{"day":1,"flight":"LX591","utc":"20:31:00"},{"day":1,"flight":"LX416","utc":"14:50:00"},{"day":1,"flight":"LX579","utc":"17:29:00"},{"day":2,"flight":"LX804","utc":"22:52:00"},{"day":3,"flight":"LX063","utc":"05:55:00"},{"day":3,"flight":"LX458","utc":"20:28:00"},{"day":4,"flight":"LX809","utc":"16:24:00"},{"day":4,"flight":"LX187","utc":"15:42:00"},{"day":4,"flight":"LX423","utc":"13:32:00"},{"day":4,"flight":"LX537","utc":"21:34:00"},{"day":5,"flight":"LX913","utc":"07:37:00"},{"day":5,"flight":"LX982","utc":"18:59:00"},{"day":6,"flight":"LX447","utc":"03:49:00"}]	"SFO"	0	"route"
							"MU"	"airline_1758"	"PVG"	9877.413725988603	"332"	42199	[{"day":0,"flight":"MU409","utc":"10:04:00"},{"day":0,"flight":"MU303","utc":"17:29:00"},{"day":1,"flight":"MU115","utc":"15:13:00"},{"day":1,"flight":"MU151","utc":"07:41:00"},{"day":1,"flight":"MU040","utc":"19:07:00"},{"day":2,"flight":"MU050","utc":"00:44:00"},{"day":2,"flight":"MU453","utc":"17:00:00"},{"day":2,"flight":"MU057","utc":"06:09:00"},{"day":3,"flight":"MU342","utc":"15:23:00"},{"day":3,"flight":"MU891","utc":"10:06:00"},{"day":3,"flight":"MU590","utc":"09:06:00"},{"day":3,"flight":"MU593","utc":"08:25:00"},{"day":4,"flight":"MU716","utc":"03:46:00"},{"day":4,"flight":"MU981","utc":"17:05:00"},{"day":4,"flight":"MU327","utc":"22:50:00"},{"day":5,"flight":"MU928","utc":"12:15:00"},{"day":5,"flight":"MU659","utc":"05:50:00"},{"day":5,"flight":"MU678","utc":"15:01:00"},{"day":5,"flight":"MU698","utc":"05:16:00"},{"day":6,"flight":"MU296","utc":"19:10:00"},{"day":6,"flight":"MU962","utc":"16:18:00"},{"day":6,"flight":"MU471","utc":"15:53:00"},{"day":6,"flight":"MU577","utc":"05:17:00"}]	"SFO"	0	"route"
							"NH"	"airline_324"	"KIX"	8691.558791714975	"777 788"	43236	[{"day":0,"flight":"NH377","utc":"23:24:00"},{"day":0,"flight":"NH157","utc":"08:39:00"},{"day":1,"flight":"NH740","utc":"08:54:00"},{"day":1,"flight":"NH391","utc":"10:27:00"},{"day":1,"flight":"NH054","utc":"19:20:00"},{"day":1,"flight":"NH368","utc":"15:40:00"},{"day":1,"flight":"NH466","utc":"01:46:00"},{"day":2,"flight":"NH144","utc":"20:11:00"},{"day":2,"flight":"NH867","utc":"18:18:00"},{"day":2,"flight":"NH726","utc":"20:55:00"},{"day":3,"flight":"NH826","utc":"09:24:00"},{"day":3,"flight":"NH380","utc":"21:34:00"},{"day":4,"flight":"NH377","utc":"17:50:00"},{"day":5,"flight":"NH892","utc":"03:21:00"},{"day":5,"flight":"NH598","utc":"17:48:00"},{"day":6,"flight":"NH934","utc":"02:43:00"},{"day":6,"flight":"NH047","utc":"19:46:00"},{"day":6,"flight":"NH210","utc":"06:27:00"},{"day":6,"flight":"NH285","utc":"12:25:00"},{"day":6,"flight":"NH909","utc":"20:57:00"}]	"SFO"	0	"route"
							"NH"	"airline_324"	"NRT"	8227.527511855862	"77W"	43237	[{"day":0,"flight":"NH842","utc":"06:41:00"},{"day":0,"flight":"NH797","utc":"13:18:00"},{"day":0,"flight":"NH616","utc":"10:04:00"},{"day":0,"flight":"NH551","utc":"19:12:00"},{"day":0,"flight":"NH898","utc":"13:12:00"},{"day":1,"flight":"NH530","utc":"20:22:00"},{"day":2,"flight":"NH431","utc":"03:16:00"},{"day":2,"flight":"NH242","utc":"08:37:00"},{"day":2,"flight":"NH777","utc":"07:11:00"},{"day":3,"flight":"NH568","utc":"15:02:00"},{"day":3,"flight":"NH148","utc":"07:19:00"},{"day":4,"flight":"NH096","utc":"09:46:00"},{"day":5,"flight":"NH338","utc":"22:21:00"},{"day":6,"flight":"NH162","utc":"13:36:00"},{"day":6,"flight":"NH163","utc":"18:23:00"}]	"SFO"	0	"route"
